Stasjon            Dato       Dyp Temperatur Salt        Kalibrert_temperatur Kalibrert_salt
Ingoy              14.01.2008 250 6.805      34.965      6.795                34.897        
Ingoy              22.01.2008 250 6.73       35.03       6.68                 35.03         
Ingoy              31.01.2008 250 6.838      34.873      6.828                34.798        
Ingoy              09.02.2008 250 6.449      34.97       6.409                34.963        
Ingoy              20.02.2008 250 6.488      35.015      6.458                35.013        
Ingoy              27.02.2008 250 6.255      34.945      6.225                34.944        
Ingoy              08.03.2008 250 6.095      35.037      6.065                35.002        
Ingoy              25.03.2008 250 5.725      35.08       5.705                34.952        
Ingoy              02.04.2008 250 5.724      35.215      5.704                35.029        
Ingoy              09.04.2008 250 5.611      35.15       -0.069               34.956        
Ingoy              20.04.2008 250 5.44       35.1        -0.06                34.816        
Ingoy              05.05.2008 250 5.343      35.16       -0.117               34.852        
Ingoy              19.05.2008 250 5.517      35.33       0.117                35.028        
Ingoy              10.06.2008 250 5.503      35.49       5.503                35.048        
Ingoy              23.06.2008 250 5.29       35.12       5.35                 35.042        
Ingoy              15.07.2008 250 5.34       35.12       5.4                  35.014        
Ingoy              23.07.2008 250 5.55       35.09       0.42                 -0.06         
Ingoy              31.07.2008 250 5.896      35.07       0.536                0             
Ingoy              20.08.2008 250 5.732      35.53       5.702                35.115        
Ingoy              28.08.2008 250 6.278      35.34       6.398                34.954        
Ingoy              04.09.2008 250 6.117      35.322      6.227                35.05         
Ingoy              12.09.2008 250 6.096      35.337      0.226                -0.043        
Ingoy              26.09.2008 250 6.771      35.16       6.901                35.287        
Ingoy              09.10.2008 250 6.488      35.197      6.628                35.345        
Ingoy              16.10.2008 250 7.11       35.08       7.17                 34.985        
Ingoy              31.10.2008 250 7.03       35.09       7.1                  35.018        
Ingoy              07.11.2008 250 7.856      34.55       7.946                34.396        
Ingoy              25.11.2008 250 6.591      35.32       6.701                35.148        
Ingoy              05.12.2008 250 6.911      35.18       6.911                35.097        
Ingoy              09.01.2009 250 6.483      34.972      6.473                34.935        
Ingoy              19.01.2009 250 6.219      35.072      6.219                34.994        
Ingoy              27.01.2009 250 6.094      35.15       6.104                34.983        
Ingoy              08.02.2009 250 6.194      35.11       6.205                35.015        
Ingoy              15.02.2009 250 5.898      35.09       5.888                34.96         
Ingoy              22.02.2009 250 5.937      34.94       5.937                34.764        
Ingoy              02.03.2009 250 4.584      34.55       4.594                34.439        
Ingoy              09.03.2009 250 5.853      35.095      5.863                34.997        
Ingoy              21.03.2009 250 5.557      34.97       5.547                34.719        
Ingoy              02.04.2009 250 5.676      34.78       0.046                34.6          
Ingoy              02.05.2009 250 5.304      34.745      5.294                35.038        
Ingoy              11.05.2009 250 5.599      34.843      5.609                34.846        
Ingoy              18.05.2009 250 5.695      34.79       5.745                34.844        
Ingoy              29.05.2009 250 5.666      35.878      5.666                34.909        
Ingoy              08.06.2009 250 5.911      35.12       5.941                34.961        
Ingoy              16.06.2009 250 6.267      35.115      6.357                34.605        
Ingoy              25.06.2009 250 6.1        35.046      6.08                 34.688        
Ingoy              06.07.2009 250 5.983      35.23       5.983                34.998        
Ingoy              20.07.2009 250 6.409      34.932      6.409                34.842        
Ingoy              03.08.2009 250 6.339      35.587      6.339                34.869        
Ingoy              14.08.2009 250 6.546      35.32       6.556                34.828        
Ingoy              22.08.2009 250 6.657      35.34       6.657                34.803        
Ingoy              11.09.2009 250 6.913      34.86       7.023                34.954        
Ingoy              22.09.2009 250 7.047      34.847      7.127                34.927        
Ingoy              29.09.2009 250 7.082      34.862      7.402                34.939        
Ingoy              06.10.2009 250 6.815      35.027      6.865                35.114        
Ingoy              14.10.2009 250 7.477      35.452      7.637                35.022        
Ingoy              01.11.2009 250 7.718      34.81       7.768                -0.065        
Ingoy              09.11.2009 250 7.37       35.04       7.44                 35.18         
Ingoy              16.11.2009 250 7.412      34.936      7.512                35.051        
Ingoy              23.11.2009 250 7.275      34.96       7.355                35.068        
Ingoy              30.11.2009 250 7.376      35          7.436                35.09         
Ingoy              08.12.2009 250 7.308      35.03       7.378                35.129        
Ingoy              31.12.2009 250 6.624      34.86       6.644                34.772        
Ingoy              12.01.2010 250 7.205      34.84       7.225                35.023        
Ingoy              21.01.2010 250 6.219      34.613      6.279                34.713        
Ingoy              01.02.2010 250 6.569      34.78       6.619                -0.08         
Ingoy              10.02.2010 250 6.558      34.89       6.638                -0.07         
Ingoy              18.02.2010 250 6.42       35          6.48                 35.153        
Ingoy              01.03.2010 250 5.74       34.77       5.81                 34.861        
Ingoy              12.03.2010 250 5.571      34.86       5.631                34.938        
Ingoy              20.03.2010 250 5.225      34.86       5.295                35.02         
Ingoy              28.03.2010 250 5.175      34.9        5.225                34.964        
Ingoy              11.04.2010 250 5.168      34.96       5.218                35.059        
Ingoy              25.04.2010 250 5.335      34.93       5.405                35.074        
Ingoy              05.05.2010 250 5.392      34.993      5.452                35.117        
Ingoy              14.05.2010 250 5.429      34.95       5.479                35.048        
Ingoy              22.05.2010 250 5.537      34.99       5.657                35.08         
Ingoy              07.06.2010 250 5.5        35.02       5.62                 35.116        
Ingoy              18.06.2010 250 5.724      35.01       5.794                35.1          
Ingoy              02.07.2010 250 5.72       35.05       6.03                 35.208        
Ingoy              14.07.2010 250 6.148      34.89       6.188                34.958        
Ingoy              02.08.2010 250 6.166      35          6.235                35.053        
Ingoy              09.08.2010 250 6.243      34.93       6.313                35.019        
Ingoy              19.08.2010 250 6.203      35.009      6.243                35.111        
Ingoy              25.08.2010 250 5.801      35.09       5.891                35.136        
Ingoy              01.09.2010 250 6.167      35.06       6.377                35.116        
Ingoy              10.09.2010 250 6.131      35.06       6.191                35.13         
Ingoy              19.09.2010 250 6.654      35.02       6.824                35.117        
Ingoy              27.09.2010 250 6.584      35.11       6.784                35.179        
Ingoy              21.10.2010 250 6.837      35.31       6.997                35.392        
Ingoy              29.10.2010 250 6.683      35.35       6.853                35.433        
Ingoy              05.11.2010 250 7.128      35.33       7.238                35.114        
Ingoy              12.11.2010 250 6.741      35.405      7.041                35.139        
Ingoy              07.12.2010 250 6.592      34.868      6.672                35.063        
Ingoy              18.12.2010 250 6.305      34.78       6.405                34.992        
Ingoy              28.12.2010 250 6.065      34.812      6.165                35.024        
Ingoy              06.01.2011 250 5.956      34.78       6.036                35.037        
Ingoy              17.01.2011 250 5.604      34.863      5.674                35.101        
Ingoy              29.01.2011 250 5.71       34.893      5.8                  35.123        
Ingoy              10.02.2011 250 5.556      34.85       5.646                34.995        
Ingoy              26.02.2011 250 5.244      34.67       5.324                34.933        
Ingoy              04.03.2011 250 5.558      34.88       5.648                34.736        
Ingoy              15.03.2011 250 5.514      34.96       5.594                34.821        
Ingoy              27.03.2011 250 5.451      34.87       5.49                 34.975        
Ingoy              10.04.2011 250 4.944      34.58       5.005                34.696        
Ingoy              23.04.2011 250 4.687      34.51       4.757                34.632        
Ingoy              07.05.2011 250 5.317      34.96       5.357                34.974        
Ingoy              18.05.2011 250 5.244      34.96       5.314                34.98         
Ingoy              29.05.2011 250 5.672      34.965      5.752                34.995        
Ingoy              14.06.2011 250 5.538      35.07       5.608                35.111        
Ingoy              23.06.2011 250 5.755      35.03       5.825                35.054        
Ingoy              02.07.2011 250 5.735      35.05       5.785                35.08         
Ingoy              18.08.2011 250 6.054      35.07       6.134                35.113        
Ingoy              29.08.2011 250 6.39       35.006      6.46                 35.018        
Ingoy              17.09.2011 250 6.563      35.08       6.603                35.105        
Ingoy              26.09.2011 250 6.254      35.134      6.364                35.142        
Ingoy              12.10.2011 250 6.937      34.943      6.977                34.961        
Ingoy              19.10.2011 250 6.995      34.955      7.035                34.969        
Ingoy              28.10.2011 250 7.513      34.93       7.573                34.942        
Ingoy              16.11.2011 250 7.216      34.87       7.216                34.87         
Ingoy              24.11.2011 250 6.939      34.84       6.939                34.84         
Ingoy              11.12.2011 250 7.09       35.103      6.98                 35.109        
Ingoy              19.12.2011 250 7.122      35.1        7.072                35.089        
Ingoy              06.01.2012 250 7.673      34.93       7.713                34.908        
Ingoy              19.01.2012 250 6.994      34.95       7.044                34.936        
Ingoy              29.01.2012 250 6.974      35.115      7.024                35.101        
Ingoy              11.05.2012 250 6.058      34.637      6.158                34.884        
Ingoy              31.05.2012 250 6.185      34.77       6.275                35.011        
Ingoy              13.06.2012 250 6.098      34.85       6.218                35.08         
Ingoy              02.07.2012 250 6.05       34.85       6.14                 35.092        
Ingoy              11.07.2012 250 5.885      34.906      0.055                -3.014        
Ingoy              02.08.2012 250 6.305      34.87       6.395                35.112        
Ingoy              03.09.2012 250 6.596      34.82       0.456                35.043        
Ingoy              12.09.2012 250 6.685      34.825      6.774                35.045        
Ingoy              19.09.2012 250 6.957      34.76       7.077                34.949        
Ingoy              26.09.2012 250 6.809      34.792      6.869                34.997        
Ingoy              27.11.2012 250 6.948      34.89       7.038                35.068        
Ingoy              12.12.2012 250 6.828      34.827      0.758                -0.133        
Ingoy              03.01.2013 250 6.706      34.72       6.756                34.702        
Ingoy              15.01.2013 250 6.175      34.875      6.275                34.945        
Ingoy              26.01.2013 250 6.693      34.88       6.802                34.94         
Ingoy              08.02.2013 250 6.216      34.938      6.279                35.021        
Ingoy              03.03.2013 250 6.146      34.83       6.226                34.941        
Ingoy              18.03.2013 250 5.38       34.77       5.418                34.809        
Ingoy              07.04.2013 250 5.158      34.917      5.209                34.923        
Ingoy              18.04.2013 250 5.108      34.865      5.238                35.003        
Ingoy              27.04.2013 250 5.283      34.893      5.469                35.034        
Ingoy              02.05.2013 250 5.202      34.86       5.305                34.944        
Ingoy              09.05.2013 250 5.446      34.77       5.503                34.84         
Ingoy              28.05.2013 250 5.15       34.95       5.232                35.011        
Ingoy              05.06.2013 250 5.328      35.048      5.233                35.063        
Ingoy              20.06.2013 250 5.138      34.96       5.24                 35.094        
Ingoy              01.07.2013 250 5.532      35.03       5.567                35.047        
Ingoy              13.07.2013 250 5.846      34.92       5.954                35.023        
Ingoy              27.08.2013 250 6.39       34.99       6.437                35.046        
Ingoy              19.09.2013 250 6.366      35.1        6.414                35.134        
Ingoy              25.09.2013 250 6.203      35.13       6.263                35.135        
Ingoy              07.10.2013 250 7.46       34.868      7.69                 34.81         
Ingoy              16.10.2013 250 7.193      35.014      7.241                34.967        
Ingoy              23.10.2013 250 6.314      35.146      6.493                35.16         
Ingoy              30.10.2013 250 7.804      34.96       8.608                34.758        
Ingoy              07.11.2013 250 6.998      35.112      7.265                35.011        
Ingoy              13.11.2013 250 7.644      34.998      8.552                34.934        
Ingoy              21.11.2013 250 6.858      35.095      6.901                35.086        
Ingoy              04.12.2013 250 7.02       34.87       7.07                 34.87         
Ingoy              18.12.2013 250 6.512      35.068      6.594                35            
Ingoy              12.01.2014 250 6.434      34.98       6.434                34.95         
Ingoy              19.01.2014 250 6.163      35.14       6.163                35.14         
Ingoy              28.01.2014 250 6.829      34.9        6.829                34.902        
Ingoy              07.02.2014 250 6.222      34.92       6.222                34.889        
Ingoy              17.02.2014 250 6.307      35.05       6.307                34.996        
Ingoy              02.03.2014 250 6.385      35.09       6.385                35.037        
Ingoy              13.04.2014 250 5.489      35.137      5.489                35.031        
Ingoy              27.04.2014 250 5.613      35.11       5.613                35.047        
Ingoy              07.05.2014 250 5.53       35.147      5.53                 35.235        
Ingoy              21.05.2014 250 5.888      34.9        5.888                34.905        
Ingoy              30.05.2014 250 5.834      34.94       5.834                34.948        
Ingoy              09.06.2014 250 5.683      35.1        5.683                35.084        
Ingoy              30.06.2014 250 5.625      35.11       5.625                35.1          
Ingoy              22.08.2014 250 5.817      35.016      5.817                35.128        
Ingoy              16.09.2014 250 6.643      34.945      6.643                34.944        
Ingoy              07.10.2014 250 6.582      35.075      6.582                35.068        
Ingoy              14.10.2014 250 6.361      35.134      6.361                35.13         
Ingoy              27.10.2014 250 7.077      34.958      7.077                34.944        
Ingoy              05.11.2014 250 6.48       35.19       6.48                 35.18         
Ingoy              17.11.2014 250 6.895      34.98       6.895                34.943        
Ingoy              24.11.2014 250 6.837      35.07       6.837                35.07         
Ingoy              08.12.2014 250 7.123      34.888      7.123                34.888        
Ingoy              07.01.2015 250 6.999      34.763      6.999                34.693        
Ingoy              15.01.2015 250 6.176      34.456      6.176                34.456        
Ingoy              25.01.2015 250 6.102      35.052      6.102                35.052        
Ingoy              05.03.2015 250 5.797      34.95       5.797                34.922        
Ingoy              25.03.2015 250 5.974      35.02       5.974                35.02         
Ingoy              13.04.2015 250 5.876      34.73       5.876                34.73         
